PIUUID	UUIDS	NUMPAPERS
16db82a0-b959-37db-b0a9-9b8f329e8e28	e93ef74a-a4e8-3a21-954d-f89d1eca6c9c,4c837997-9cf6-3b14-9c2b-c2beae34662c,e3222b51-bd74-35fd-ac69-9416bb5d7fa6,af84e100-87b1-3073-9b62-3a27ef8ee0b8,aa79f786-2e56-3bfa-bd4b-c748ca4df1d8,dca7148e-d159-3412-a5b0-128b41710c41,816e1eee-39f6-33f8-8e9e-b989efa6af5a,8dae27aa-f1e5-3630-b3d3-467a187e9a75,73df1918-7a16-3539-949c-138949a8e218,6f6f889b-77c9-3b71-8a90-0a3e642280c2,7920fe7e-c5d7-37da-8122-c84eafd10485,70119b7f-aed8-3f5e-90a8-888673a0dcb3,81d68960-9264-319f-a77d-461ff6c2b23d,d096d8cb-4b5f-3024-af71-5f55f8cc17cd,fbca23f0-62db-35d7-a990-0a9685238f88,658a37c6-c0e5-3259-8694-844c5b334bd8,930de4b9-6df8-30e6-867b-7434febf29f0,77886bd5-eb43-33fb-b47f-5bad53556371,fa399509-bd0f-39cc-a34b-523cb0e96b6f,9547bffc-c0a3-38c3-8459-f4a4a701a388,cb4b35a1-6e66-34f6-8b30-1829e2b3f9c7,6a4d943b-07ec-3ab8-a42f-a4b9e050e484,b8a2c0ba-4ce0-3c6e-8d7e-8fa197645b4d,cd530e88-4f67-307b-a1f4-680c283e764b,af0cfaec-db99-3e9f-a100-1468d58140db,ba6998c2-140e-3ea4-81ea-994c0a400b25	7,7,7,6,6,5,4,3,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
56cbcc99-bafd-3bd7-8c51-6a42fa1d2df7	52ef7b3e-b11e-30b7-8de6-8bab70d18c20,6c831d39-66aa-387d-9040-0d7b5a34dd0a,ec97bf92-cc04-365c-9e33-47230dabc8f3,b960dea6-be8c-3752-b74d-59e41c1edc4c,31381db9-a4d3-3208-bb27-28f4708eabe6,7520971c-86de-32bb-8aef-758d148cac12	1,1,1,1,1,1
f0d524ba-aead-3d69-9c89-d1a6d216eed0	fb4098e0-892d-33cd-9144-99f7ad414a65,1df2f973-89bc-3f21-bda7-9a014096e89b,ca086b98-8dc0-3269-a009-efda4c58e5e3,027d70ac-6642-3eb0-813b-b3de4fb778af,4907f846-b86e-3ec5-947a-3e0ea39a7e88,36862909-d2cf-397a-9b39-d81ae3aeb0dc	1,1,1,1,1,1
e279d804-f401-3ebe-96b7-cbf695947eae	20b4593a-c2c5-3451-ac3c-1c1b1d99353d,1dffad0f-5b88-3424-81a0-cb109dbdb923,7a52ee94-e4d4-31ad-99db-af210b59df04,bb3c7acc-56af-3209-8c46-9afd6fdc299a	1,1,1,1
bcf14dc4-0828-3457-a34e-c10ba1289f39	a528afe7-1aab-30df-b112-f318a233c7d2,56b7eede-dc4e-3b6b-a2cc-fd7352010ddf,5569a809-c360-36b9-80d6-12a4f6b09a4c,04443545-8990-3361-8874-5329b29fefdd,25d079aa-3cec-3394-9b99-072491a0192e,57e18d7f-2198-3cfc-a766-b1ba70cc980b,9d24463c-15e2-3de8-95b2-c691117a20a5	2,2,2,2,2,2,1
555c1057-3ffa-3c89-b6cb-ff754c2179c1	5ad38171-8d02-322b-a682-59d604e9afe0,0d782bcc-53b8-306f-99e1-cd5f24cf90c9,9c72922b-7e89-32c6-b604-f5b98f6b2c66,d26bbc7b-3639-3a1f-a1d2-a8a31bf96e9d,f851db27-ef08-34da-81f1-8544afa8a9d8,6bdb2472-e58f-3d30-b4c5-ef07700f0546,2f4485c5-1ed7-345e-9a26-5f40dc285b25,22c2ef03-d6d5-356a-a0fa-209aa8ffbd34,350baf9e-c2af-3f21-a9de-4c0b0b4d891a,8ff0c17a-393f-3bf1-be50-e1e9a000ee6d,10892f75-0273-379d-9a5e-f55cd969a600,df2b8ac4-8d7b-3a9c-abbe-a84fd8d2034b,aa20f4d4-3fec-3296-99a3-00241bcd4327,71587176-7e7d-3bb0-9f1d-3319865eb69d,965f5445-d98f-3db7-aa75-8278e7cc28a1,4a4a4d0a-a004-3ff7-a86d-4a5d1ac1218f,d34181d4-a30d-3b88-8b07-c3e9146b9643,400cf9cf-4ab6-37b6-87eb-c0285a371081,b5fb62ef-b103-3ec0-8352-39ce7fdd250e	4,3,3,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1
85627770-0d12-34af-a8a0-6d36446c11c6	6c480dee-7b48-3005-a211-cb3bc4b2efdc,7d09d974-f583-3ed8-b34d-f302f0c363af,af2c366c-628e-3757-8fbc-6b54f87e028b	1,1,1
ab92f3f9-f857-3aab-9058-e3409599c04b	7848abeb-df8c-3c1f-9900-6dfade3b57b0,7a767144-5e6c-31d4-9ecf-2d9522c52000,ecf1f8fb-5c92-3141-9d0d-e567db469293,8b02262c-11a2-3cb2-ab76-f79107e69148,8b783254-3079-3667-b9be-0c5e37ee9889,488c7297-d4d3-35df-b100-9e87d26307c4,8bada0f4-5324-38d8-b694-0bb889f4bf14,741ce50c-30f2-363d-97a7-5b4a07f5ec09,f36149e3-795d-3f3c-8e1b-058c03b3b7f9,384c7c95-b20d-3919-b377-dd595e24f5a1,0ee66022-4088-3776-8950-fdb89f2203f6,182ef676-8b81-35e5-bfc0-c9e818c6e978,9914a916-6885-3b72-81e1-53345831c6a3,a2210133-0231-3a36-9792-fd0e0803dfa7,0f3bb914-2244-34bc-9798-13c78e720bb2,627c1e59-8d5f-3080-9936-cbde87db77e0,0316ad86-b885-3ced-93a9-5d96a7c14155	4,3,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1
acea1a36-1238-37a9-8d3b-dc61f0789436	6596547e-d867-3538-bf76-9c3af8ff3e5c,1dd5925a-bd63-351f-a8db-4de79fc145d9,ff7e5c58-1496-3045-a8d5-9dc64b48a980,60b53afe-f54d-3466-b0ad-73a665d248c4,e926e36e-c762-39da-af0d-610e6f9b17da,c2a22c23-cae5-3dfb-ae91-dd9ea67ae479,b2d7d6c3-a045-3829-ad17-e244e61a974d,17ee2e02-b79c-38f9-bad0-bc6bd576f824,6d616d31-1fea-30aa-9cc4-da2b21316e1e,fabbfe2b-476a-3922-ad2d-8599a851fd9b	3,3,1,1,1,1,1,1,1,1
5048353e-1a32-3a07-a151-2d82d1d0cd08	7e71b713-95bb-3edb-b8f4-c0cf569090d2,b24f6152-fc10-3e08-b95f-48d0d103a686,3f522667-7953-35f4-bac2-543130b2d11e,5acfc2ab-0de0-3f41-907a-4a34c8089176,9f87208f-8539-3423-b5fd-5fa808712fe0,fe135924-ae18-3a80-befd-64877e246379,0c4591fd-aac7-379a-a375-d22d64a6e67c,d4d4eb88-540a-3d77-8786-8052c655d1ea,2201cc14-760e-34f0-97a6-93c0db902049,a2210133-0231-3a36-9792-fd0e0803dfa7,ecf1f8fb-5c92-3141-9d0d-e567db469293,43edb347-07fa-362b-a79b-b6cde287692a	2,1,1,1,1,1,1,1,1,1,1,1
de0e379c-f98f-3c31-9799-23ab2fe31f9b	b7ac57b8-2cff-302b-b388-9a54499c67a4,f3a82509-1b40-3281-b15b-b5561ecd963f,85bee037-98c9-30b8-8d25-eec31dfed06c	1,1,1
73323cb7-7174-3589-a243-acf9e09965d8	4c53efbe-4fa4-3cfa-96e8-55a2d2a22c57,751da3de-b70f-30da-8162-334cecb66890,ffc5a29f-0e36-3a93-a363-5437f902fdfc,cd4bc108-3369-3809-8339-d4055ecd153a,4d5420e3-fe10-3b32-9481-c63e8a71698f,62eb1e95-9e20-3a8c-be4d-03b622b8c800,b31a0845-e935-306b-a5a3-a4a4d31995cc,e5ddbc18-0905-3ec0-a4d1-6f814724613d,549c5141-90e4-331f-bf70-313cf61965c4,0b92224a-3fbe-39d3-ac05-734f12280f20,4b94a0a8-764f-371d-9036-d07e9efda02c,a1a1c42f-c66a-3562-a007-c4c6a38f720c,3b7669b0-c395-3647-9bc9-ffc32c35783b,f9d05a7e-f2e8-3064-b68c-970bb5d74c28,f0b4913d-2e8c-387b-857a-394e702f5c3a,d8eb40fd-67a4-3973-b4cd-b304efeaa46d,e81f7e8e-8755-3f2f-a1da-70c9a8c14d43,7b5276cc-d27a-3872-8dd5-5307f579c66a,70119b7f-aed8-3f5e-90a8-888673a0dcb3,ea7b25d3-d202-3800-9f7a-ee9ae5ff6929,a2feb17f-8e9b-33bd-be94-9d52de159bfc,4f543923-57d1-3c0a-b223-fc7933879f0f,748976e9-289b-3595-9255-dea5da641a31,9d25fb02-72d6-332b-86dd-3b09e1409d21,6227c556-354a-3d42-bb59-bab3f2b6cacc,bea7e0dc-5775-3c52-b459-6028561a2a62,7d56b3de-c22c-3377-861c-f6cfa353fe9d,05a973b0-033b-3e13-96fc-86ef3265b2e0,cd1553c5-923c-33d2-a749-37b2014ffda2,3b228b21-d7ff-36c1-bd87-c895313ce01b,6e06a088-960e-31f5-8230-978faa4a1494,8cf994ad-9c00-3794-a7d7-3cd62e05ff27,1b956ea7-441c-3dcf-9d0c-e5a617ff3173,bd810d3c-0936-3e06-9db3-33780cb6fd7e,0f686719-0c2e-3559-8e89-4de337dd2856,875e8607-2230-3f8e-acea-f1a3d09ad9f1,62ba86da-a308-33e7-b4c3-3d1542939453,6ecc0560-db40-354d-907b-74564ac7e8a4,5b141009-f088-34d2-8784-091e10b3a97e,e863f786-d1b8-3cfb-8f00-1d299a7f43fd,e41fe02f-0baf-3749-9485-ebd9595d4b2f,9066160e-1c07-3cd5-93eb-d0958cb57669,fc52813e-bed4-3a0f-8434-f05df1bd22ba,9ef09e89-3a27-3215-812f-e2001d3e810b,ff209459-daf0-339e-9451-c2b5607dd455,9c9803bf-031b-336c-ae84-ef19f782b5e1,6d67f77f-d227-3a99-97bb-ee857d51568f,d36c735f-4498-3d0c-9851-d1ffed7ec8de,5948b6ab-b09c-32e6-a2ba-f1ffedab9037,ded8e4af-ac21-3da9-9783-d6102c2c5ca1,4b5d4e6c-deb2-34d1-a547-6cdf23697280	5,5,4,3,3,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
b9b8d311-958c-3069-ac27-b8eceab8134d	9f113cbc-3bb9-3675-bd6b-fd7488a57e66,abc5319e-73b2-3c92-9c02-e8c90b9ca5ad,9cc49706-b11e-3065-aa7f-cbff38e09f4d,572315f4-dffb-3e41-a57f-42c1825b5612,32be5663-ecb0-3c50-82f8-87b058d83f5c,2ec4ffc2-185e-3a86-8d6b-3490cc2ca028,be88687a-4aa8-3f57-9222-49ad6dbfcc9a,91657d08-e504-3a5c-94a7-2fff168f8271	1,1,1,1,1,1,1,1
287b2d65-9637-32cf-ba6b-7f5bec80964e	90098d5e-0702-3016-b27c-35c931bf3819,5833ee6a-54d1-3918-9fc8-2bfbcb22d0ac,00c8be7d-cd4b-3200-8880-3aa184e53461,faee2890-22a5-376e-9b4a-f76bedfb66d0,f4b9579a-eee9-325d-9120-20c220718b67,39f973e8-5516-3c19-8904-69bb52fead8f,4c09b679-f428-3887-a277-5a9b1e3664bd,f2d382fa-596d-35a6-b73d-06300a74bb28,294b083a-a5d2-3488-93d5-ec5192459c40	1,1,1,1,1,1,1,1,1
ad4c3a9d-3164-3c8a-8d2a-02f5ed65095a	9a5e9201-6e50-3ced-93fa-a5ce53bcdc1d,8d83311f-3115-3329-8610-5aabc999e1c7,1c280e3e-f76f-3977-a270-a5c8ea0091e6,6c9cd2ae-38e2-370e-a9d6-a0294f57dc4c,71a2d797-e29b-3c67-b505-b9574fb64e18,4ffac17c-73eb-3fb4-bd09-59c80a607974,6213859a-b34e-3941-8d2e-eaace08837a1,cbcdd463-43b0-3362-98df-93050d6215c9,76f9f3ec-686f-3c4e-b3ec-31fb2c728111,02e8f97f-7a5a-3f09-a579-16f810d527ed,357e77af-8517-371f-90a9-02f5cb0d48d6,9f089377-3e6c-361d-b758-02f4d2d914a9	3,2,2,2,2,1,1,1,1,1,1,1
b7b88b08-ab3e-362a-96ee-b57c0135ced1	10892f75-0273-379d-9a5e-f55cd969a600,7e9d4c62-8051-3f75-9e72-22c8c7e26224,dcf9f550-2ce4-3ae2-a7f6-df8d268447bc,f17186cc-f078-3641-9bbe-dc0e5c80b858,2d18df5c-a757-3eda-9fb7-371a0b28600f,bbd660fb-3df3-3647-84d3-9f92cc60a615,203ed5f1-f8d3-3d27-84f2-55e2921ac05c,79cd6975-c184-30af-94da-f28f8e4464cc,e7c80e2b-bf23-353c-83e9-6ec74896ec84,f6ecf58e-8b00-3d32-b5db-8cd19be52de9,c781e4fc-ee61-3c7d-83e8-77f4c475c749,438e3467-62a2-3ca0-a542-b309313f0d65,068b2c49-b534-3f0c-be0b-d49cab3b1744,32de1f5d-30d0-3700-9b88-b5f02a14f7d6,479c43ab-663d-3f79-a052-c87e73b195f3,b3a52e24-dc7f-348f-8b74-3028c8af17c4	3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1
cb4f9201-2867-3b29-84f8-b406f3ce7b5b	e84992ee-2e7b-30dd-9009-9f58fdfcdb27,a24ca621-6cc6-35d3-b53b-dae970b28415,4e1f7a98-80ce-373b-a052-dd5bc9b66e01,340cf5e9-e524-3789-a7d4-750f32294ff4	1,1,1,1
73eebdc6-3e63-3033-9eea-b4def594526a	79377538-fafa-341c-93ee-4318c26bbbec,abae9856-ec73-3d98-b9d2-303a413feb15,5a2f4333-cee8-3785-afdc-3501f8741685,7d671fa5-8e15-35b3-9412-cee3048fdd90	1,1,1,1
aed339ab-5e44-3628-8b1b-a66aa19e3629	db5f1246-2994-3085-9c5e-f848609e2432,5eb1fcab-755a-39d5-b293-db171a3cfbef,95e505e4-bef3-335d-9a7f-853af69ffc3c,6d3aa94d-563a-3437-8136-4c68c3082f6e,aabd0c2e-158b-3915-9e6c-97c98f550e27,5e74c92b-fbb2-34bf-9db1-cd791f180b6d,5ff2fa3d-b9d5-321f-b45c-034d9cb5304b,ea5bbb59-f0eb-3e49-8faa-c7b1139034f5,9924eec5-8286-3b6c-b195-f852c1ecdd75	1,1,1,1,1,1,1,1,1
fb788f34-a36a-36dd-9c11-da38ec19bae6	f23fc6ec-5b7b-3e65-acd3-c847208fcbbc,bcf5a5b6-2bbb-3873-834d-4d6de48fa20c,d3d537a5-6900-3c08-b9e6-b6e1faf85bc3,9d9aaf7b-92f0-30cd-bb35-8a1da114da40,fddc7693-fc17-3903-90b8-e1d56e65766f,ecf2c1a5-a655-3588-ac69-586fad22b802,4cd9f6aa-8f26-3e19-9558-557a8816dbd3,a396b6dc-2a0d-3719-bbae-6c561b8c2aa3,eb3e5b88-0135-3650-abfc-bdda8a599b50,b6ccf8e5-1310-3660-9b62-acec41618892,52412bc4-4803-33d0-ae83-53835d0ccc47,e75811ac-43ac-383b-9e48-26ac699122db,28722686-aa45-3f2e-aa83-12d4d65db2fb,504b53ac-87cc-3c99-b240-0aa0d09f094a,53d54af8-2f47-3e88-9394-d5195f19f08c	1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
d869ff18-355c-31bf-8c7b-a0b398b45d73	a78b5b45-7ea0-3778-8df1-9c82680a0594,d9d2aba7-475f-33b4-be1e-c7c1dfb5bd48,d7d8da08-1b0f-3b20-b4e2-1490c0f105f3,437e1cd0-212c-3a9f-8078-7421937ceee6,9ee0396e-82e5-36b1-a8c2-8c86158e0a36,8d8a6e2f-572f-3d63-b742-c644db234daf,cf6eb396-5d97-3b97-832a-f9cfc1eacdc8,6e452a80-0033-36f6-a905-7eec3b5354c9,913d1724-0319-39bf-9dd8-11dbac248577,2298e688-27c8-3ec4-b5e8-0fb37deaca21,21690f99-97e2-3478-9fe7-cec16dc28177,bc6a4624-4863-3686-ba1a-08e6fd6a6e43,13c53977-c84d-3337-9093-2c19c2336a02,769b995f-a6d9-3412-afc6-dd7d62392c06	3,2,2,1,1,1,1,1,1,1,1,1,1,1
1c46c819-8829-3d6f-99dd-d2c229641bcd	7188418d-11f0-39a0-b0d3-df888be1e321,ec96e90e-1f7f-3ffe-8fd1-6e39e798c6d9,3d5e1103-6da2-3c2f-84b7-eb7302772aea,bf135ac5-e0ed-3b8e-bc33-1c58ec2d22a6,88491bbe-86e0-32ec-ab49-99c686cc0e8a,1697f46c-4e7c-313a-9263-459cfaec46a9,959183a8-9f23-30da-9bcd-7a6814789618,9d551a78-9f39-348e-87d5-83e628f92739,270d4471-b03a-3bab-adc4-d708c7df5281,4914a132-d17b-3289-ada2-0b1f0f341c04,8de78fc4-3b9a-37e4-bbad-df0c24c40f46,4627f8ba-c0bf-360a-bf00-33cada553631,b156021e-12af-3c02-b9e1-2fc5a7ffb33c,517306d7-4e65-3841-9875-06b20872fce9,e9902b83-8cec-3b46-a33a-c1cb055cf5fa,be8faa57-d529-3bac-8d24-2b3331f427ac,891be728-0705-301f-9310-c45882714986,caad36a3-8b5a-37c1-8a70-35c344b3fbf6,c21be4d5-35c6-31f7-84d9-c9b2b67532ac,c00b11c6-52d9-3532-8a31-1a543804a1a1,84a9bd25-f727-3a72-9de1-e66db699911f,f61a5654-f7fc-3faa-86ce-3678181a9913,6c2ccc20-8ae8-3cc5-b682-784434b196a1,be0a8e25-b1ee-33bf-b9b1-9b73ecd6ebd1,6e1b700d-8663-3344-bbd0-86a1f7e46be2,9afe6981-3d6f-3d0c-9861-2e3546424e29,2e9d0e18-9379-3946-b5ba-22451ea5e7f6,170c4886-98e4-340b-bbff-48b9e2dbd16f,36662d5e-1baa-386b-9f5d-62f8007d0607,2a9f7758-67e6-3cd2-af64-8f6b1c998c66,b3dcbf65-4b9e-3b8f-882c-8b6a662d0b13,06186ac7-3d18-3c25-98df-d3f3e30a9056,99de1fa1-bea6-3663-bd6e-41b3bcfc3a96,55eb4efb-eea6-30b6-98b3-3b51ab1041ea,9410c577-57fa-35f2-bf92-9ca0d0b18c51,aa85be8e-ebde-31c9-a143-c5295c324f76,93737c2a-ade5-340e-85cd-98d6ae850c41,a078d878-e5d9-3752-a623-4d56aba1d8ca,23c8056d-a93d-3cb5-90e6-0d4692696e11,e9f049c1-83ab-30c2-bd81-5287c935269e,d5f52c2c-6063-3ce2-9a77-692093ba44bb,0d587abb-6ce0-353e-8733-f692bc34fcaf,026f64c1-aea5-3789-8c99-24b24b1afb7d,4ae102e7-420c-34d4-b81f-2400a7cca959,ccdab9ed-af8e-3844-8ede-bea184a61dfc,70b26bd4-caaa-3135-8858-2c314c4e2e54,009cbfe7-ac6e-3403-b290-b13c33c7177c,20c2842b-acb4-3e36-89c2-053f8c374ab1,fc83c15e-0b0d-3705-9be2-0b87b19aa680,4d42bb1f-1135-3cf1-b693-c2a09f1798ae,eeb11da0-a721-39c6-954b-9dc3a9c24d21	9,5,5,4,3,3,3,3,3,3,3,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4a45ccd7-e2af-32b2-b680-17f72a881793	e87abefe-2329-3eae-b886-844bf6ef4641,71e30979-4e5e-3ee6-b171-4a8e6ec8dca5,8d4b7845-7a45-33f2-b7b5-4fea23430db4,ae0b049b-2139-3c0b-9177-81ad4b61e930,d167f92f-c6f3-3593-9b7f-a4648a88b3b0,2e9f98c8-7aa7-3ed3-8eaa-79f01c9685ec,f128386a-30db-3b4c-97b6-69a1399f072f,5e3aea0d-ac9c-3939-87f0-b5640dfad95c,b932656c-9b54-30bb-bc28-b8fc78c25482,9b3827e9-c33f-3f19-86dc-ff41682f31ea,9b5f3c67-5905-3985-87c5-a28613271f9e,32b16715-13cb-351e-a52a-c70221f4d203,38dc7373-9cc2-325d-b178-83489ca3a5b8,c654d636-23c0-32dd-a3c0-eb3beed9e59b,21da68f8-62c3-3d3c-842e-3c1b8431ea09,a92d6b82-a0aa-3bf9-b993-6d4f866362e3,f53e8453-f31a-3a5e-a29b-72072fb774f0,598b934e-9f68-3996-bc84-57199f4a6a04,e3df9805-29dd-3785-93d5-551deee1d54f,ba1609df-3356-328d-b4a6-f7928ee30fbe,e4f6db24-73e8-3204-a685-66bb9a990783,fa83c64a-dd61-39ef-8107-d26a5935b001,63ca6555-6fda-3ea8-a28b-0112e3179e42,a128204a-53f3-363e-9050-ab66972bd70a,0d22d0c4-053b-3ec8-b260-de06b0997f7a,9a9744aa-e810-3f09-a6be-1f3b9ba666e7,e224f286-c795-3982-af3f-9575931cc871,377535fd-ebe0-3c2b-b115-f3321d5ad2f9,73007059-b91a-3e68-93c3-9c2591bd5396,96d47ed0-097d-32cd-a914-e6010bff7f36,af668d2f-d119-348d-b80d-598e77e1405e,85868997-f055-3fc8-9fe3-9bceacf8bead,dbd3c9ab-f049-39f6-8a8b-491a5f7015ef,2ff2b9cc-e9b7-39ea-a73d-f2f63af87339,164c6287-9591-36e6-8d0b-e34fdfb79a1f,36922620-89fa-3fe0-aeb9-ea6433ef3150,7d5d918c-9d49-34e5-a94a-70e39b79c860,470e69d5-0f5f-3f0b-93e6-1dac82a7b20f,b68c83ec-9cb5-35bb-b08d-1a4fb75aa075,c4782705-204b-3bf3-86e9-1ddd03c01b6d,ad4d4335-d113-3e9a-bfdc-f70fde6e3d95,78a50833-0d14-313a-92e3-1d18e44f5b36	5,4,4,4,4,3,3,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
d8f2f998-84a7-31b2-82fb-d91f76ca0ed4	161c6955-2d40-30ed-9eed-7566a0763ab0,dc9e49e5-dd77-35a0-8e39-0dee0b97de74,c020b69a-8f98-392b-a066-a13aa78ba545,4903d351-0df4-3f5c-8c36-3028c64e731b,47ba9fa8-310a-368a-97d0-ca5b9e6f6de9,e2f97194-1682-36e1-8cbb-bde9c6527420,82f58ba1-3178-36c6-af19-8a656fcfd7be,0fadff37-6712-36cc-a776-70c8015d6c1b,f506e759-3522-33cd-8355-e368399e856a,650bf8e5-98c8-32a8-a5d8-e613e17e5489,c3fdcb1a-467b-30b0-a799-cb17187f72d5,3a5e387d-8b5c-376c-9b1c-09804d68b757,c68f8ef3-4ab0-33f5-a417-2dc587ec1d2b,7a452c26-d8c7-3435-b23e-63e3e876fed3,88ff8e2c-20c5-339e-9adb-764cbf351420,3f3ff801-42c9-3fb7-af1b-c146044d0244,eefe354c-2508-3989-858d-193fdf2c531e	3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7f0c42b8-e977-3d59-8c37-1fc19e493a57	ade6556f-00f7-3969-a331-3c137a47cf13,920e4179-2430-3e99-a614-cb5931d9872c,e7a3e3b5-57dc-3294-bef4-8403d57c7bca,37969ffd-a263-3f99-a8bc-5b652fa65f1f,eb17fe78-974f-3490-bd48-370b5f0ce4b9,37c0d6f3-c685-300c-862a-e74e1fa2664d,b6fbf6c8-c3d9-3553-817c-a85476b6a25f,0beedb5a-e10c-3bbb-ba12-7582a5205010,6fc22bae-0138-39e1-a3ab-ed426c7d309e,83a75cd1-1bc4-3b2f-a37c-98753fcabef9,c5f36aad-26a1-3527-bd60-d117f2892dd4,f60adba9-2a6a-3a11-860b-21042c64a6a2,daffed1e-2efc-3691-9d5a-e782abd57a3e,0fc74013-1871-32af-8928-ba202ff515e4,25cc8ce4-13ce-36cf-ae4b-2cecb3033a0a	4,2,1,1,1,1,1,1,1,1,1,1,1,1,1
c97cd4d2-135f-39a2-97ab-f813152dbe09	156b9f39-1536-3dd0-95f1-e86367abf473,e592d8ca-02c9-33d7-acdd-d621d66f2f84,15bb19e6-7986-3e60-bad5-d4d67c3a076a,ef1d5f86-c774-3740-83ca-cd2c34c148d4,c18d00b7-f3fc-3a65-b3bc-fe15ee91110b,30874583-63d0-3517-a8e2-c21b1f53482a,e6ffd7d5-8774-3b8d-980c-242c2d1e2420,9afe6981-3d6f-3d0c-9861-2e3546424e29,065b113e-4f5b-3e2f-a670-d9c868109a50,72b68e8a-33b5-3983-be02-a44b0a57ce63,f2a5483d-85ea-3def-90cb-49dddf9fe3b0,f5e4ea5e-bb1e-3e19-a843-33ad89f702ef,f7af983e-4e6a-3b9f-88cb-499980d6bd34,d6ef1f87-9489-3862-ad4c-28a45b39c541,1ace61f5-94ee-30fe-9bcc-9845aaf40820,83f6e1d4-d681-3622-81a4-ea8010e64758,fa431058-0255-3876-9992-9f8e6e5260ce,2869a831-736b-3786-869d-009d98770ec0,e95bae35-9b0e-3447-a0f7-f0f96b81a301,1d5c8461-be54-3d6b-ad31-2979539907e0,3adec58f-afc5-3eac-b6bb-372e800eb8fa,63ca9315-c78b-3c98-bcf7-0d23ad40f03f	3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ff7e1f9c-5924-3655-8924-ada4081f17bd	b88b29fb-fadf-3809-885e-052d88f3e64d,e06a7475-6810-3335-8986-82afc4f05a89,40932165-3437-3cd0-95fa-a619e8880773	2,1,1
ed04fd1a-ec79-3744-b9c8-bf46fdd4419a	f0045bd9-2d5d-306b-a228-63a2522e9955,4a240aba-f672-36a1-8c46-f91efea8ad8a,35b36345-3be3-39ec-a3c8-1e6d62bd612e,9fd82624-6194-3b6b-b241-5a77086b2394,35ba2416-55a1-36cc-83d3-9eb30e607e92,c3620cc4-d000-3d5f-91ed-d8b6aee010af,0447d237-d257-363e-9b27-f7b77b047c03,9478cb96-6260-3d98-85e7-e74b3d6ec79b,930b0c2a-a9ff-3992-9540-69a1a7327e79,50fd10ce-a40b-31da-85fa-2c289adab20c,4acfcb1f-4a76-3bcf-ab35-59eefa3767a6,55ab7c8a-5bb8-3d45-b0fd-45240b4d7e60,2dd613e6-3f8c-3b4a-b911-343f61e495b0,07482f21-6ca0-3866-9bb6-99cf8f9d55bb,e8c52676-52f9-347e-a3bb-6251d56299e3,9cb61261-8e75-32eb-a8cd-a8cd2867f5c6,b31e6e63-2648-3827-93cd-df86e80887d3,d9262dba-06e3-3233-a07c-3cc97b832928,204cd9a3-a126-3af3-bf75-1c2d2014278f,c2adcb3a-9a34-3e44-80f1-401db6936a39,a139387c-1830-34e7-8eca-0ae4d6bb260b,5feab065-8831-3ba9-a317-b5c1e763a17b,0477cdc2-10b5-3462-ac9e-b3c3b237df6c,7b16262a-3f04-35f6-89da-15eb1385c879,8efc84c4-729d-3932-be94-4625efd92659,c1e13b04-e651-319a-ba3b-26e2d912fdba,2cfed39e-50aa-32e7-90a2-35ec790f6aa1,39587a8c-bb3b-3705-866a-f45a794c1ab0,002919a0-0fd5-336b-9449-10434b287f37,43306f05-9b1c-3a0c-b150-a53a54aaef4e,2b22b2be-6bd8-36ef-a3bf-8ca22a6ee1f4,24d95cdd-2281-31ad-9f9b-cb5bf3575ceb,569d7c13-28d3-398f-a829-b5afddc487f5,0e979b28-6e8a-32c0-8fa2-a0a54a490820,809ad100-1d29-32c4-bc13-0e6ddf074134,15b71c17-1cce-36db-9585-27680877084d	4,4,4,3,3,3,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
f84db0bd-8cb9-37f6-ac67-18687219843b	041237f8-aed0-35fb-9fee-6330b8ac4eb2,824b9447-6ea0-3354-9f45-be29725152c1,e35df033-e97c-3cc1-a317-136d68fb2f4d,42b71cb1-5b22-3dff-9b9a-5126026fd1b3,f03ffa3d-8e2f-3fa9-bf73-b41cd47ea6fb,d465b2fa-e9aa-3527-9184-e5c62e93cc1e,6048ff50-8795-3197-90f5-8b041ade9584	1,1,1,1,1,1,1
